,city_name,seasonal_year,bloom_day_of_year,bloom_week_of_year,Nov_prec,Dec_prec,Jan_prec,Feb_prec,Mar_prec,Nov_temp,Dec_temp,Jan_temp,Feb_temp,Mar_temp,latitude,longitude,elevation
351,Kagoshima,2017.0,105.0,15.0,11.0,8.0,6.0,8.0,14.0,16.17038,12.166016,8.843811,8.855164,11.285217,31.521587,130.5474077,0.0
352,Kagoshima,2018.0,88.0,13.0,11.0,7.0,14.0,15.0,11.0,15.029266,8.315338,7.340454,8.026306,13.641998,31.521587,130.5474077,0.0
353,Kagoshima,2019.0,99.0,15.0,7.0,11.0,5.0,15.0,12.0,15.610382,11.538452,9.25,10.819092,12.553864,31.521587,130.5474077,0.0
354,Kagoshima,2020.0,110.0,16.0,8.0,13.0,13.0,13.0,16.0,16.322205,11.827911,10.740295,11.013489,13.226257,31.521587,130.5474077,0.0
355,Kagoshima,2021.0,89.0,13.0,8.0,3.0,9.0,11.0,13.0,16.213318,9.884979,9.028503,11.180939,14.588165,31.521587,130.5474077,0.0
356,Kagoshima,2022.0,91.0,13.0,7.0,3.0,5.0,7.0,16.0,15.108795,10.257019,8.533722,7.6333923,13.648102,31.521587,130.5474077,0.0
357,Kagoshima,2023.0,95.0,14.0,11.0,11.0,7.0,10.0,11.0,17.43982,9.1710205,8.810364,10.787689,14.470917,31.521587,130.5474077,0.0
358,Kagoshima,2024.0,103.0,15.0,5.0,10.0,11.0,14.0,10.0,15.679749,11.146637,9.860046,12.489441,12.758026,31.521587,130.5474077,0.0
359,Kagoshima,2025.0,97.0,15.0,12.0,5.0,8.0,8.0,18.0,17.105469,9.654388,8.02417,7.091919,12.634125,31.521587,130.5474077,0.0
360,Fukui,1981.0,103.0,16.0,17.0,29.0,30.0,23.0,19.0,5.29834,-2.3129272,-5.9207153,-4.024994,0.34298706,35.9263502,136.6068127,1013.0
361,Fukui,1982.0,95.0,14.0,22.0,20.0,27.0,19.0,20.0,2.1047363,-1.4686584,-4.445099,-4.8977966,0.7591553,35.9263502,136.6068127,1013.0
362,Fukui,1983.0,100.0,14.0,21.0,23.0,25.0,23.0,21.0,6.1488647,-0.28500366,-3.7466125,-5.0839233,0.42895508,35.9263502,136.6068127,1013.0
363,Fukui,1984.0,112.0,16.0,22.0,27.0,29.0,24.0,23.0,3.1653442,-2.875763,-6.4943237,-7.462036,-4.8944397,35.9263502,136.6068127,1013.0
364,Fukui,1985.0,101.0,15.0,12.0,24.0,28.0,23.0,20.0,4.3370667,-1.4240417,-6.8927,-3.5193787,0.6524658,35.9263502,136.6068127,1013.0
365,Fukui,1986.0,104.0,16.0,25.0,25.0,26.0,24.0,21.0,3.8176575,-2.8892822,-6.31546,-7.2113037,-1.4026184,35.9263502,136.6068127,1013.0
366,Fukui,1987.0,97.0,15.0,18.0,20.0,27.0,19.0,20.0,3.233673,-0.0385437,-3.994812,-3.0361328,0.14831543,35.9263502,136.6068127,1013.0
367,Fukui,1988.0,109.0,16.0,18.0,22.0,22.0,22.0,23.0,4.812439,-0.4267273,-2.6075745,-5.593109,-0.5137634,35.9263502,136.6068127,1013.0
368,Fukui,1989.0,91.0,13.0,28.0,21.0,20.0,22.0,23.0,1.9500122,-1.7338257,-1.1388855,-1.301239,0.53533936,35.9263502,136.6068127,1013.0
369,Fukui,1990.0,91.0,13.0,19.0,23.0,28.0,15.0,19.0,5.4690247,-0.8811035,-4.5147095,-0.13638306,1.2962341,35.9263502,136.6068127,1013.0
370,Fukui,1991.0,100.0,15.0,17.0,22.0,27.0,25.0,19.0,6.872528,-0.052459717,-4.038025,-4.7559814,1.4990234,35.9263502,136.6068127,1013.0
371,Fukui,1992.0,96.0,14.0,16.0,20.0,23.0,24.0,20.0,4.69516,0.6149292,-2.572937,-3.3347473,1.6134338,35.9263502,136.6068127,1013.0
372,Fukui,1993.0,104.0,15.0,15.0,24.0,23.0,25.0,19.0,4.4880066,-0.16323853,-2.7026672,-2.9438171,-0.91049194,35.9263502,136.6068127,1013.0
373,Fukui,1994.0,101.0,15.0,21.0,26.0,22.0,21.0,20.0,6.0753174,-1.143219,-4.0280457,-4.9068604,-2.2303772,35.9263502,136.6068127,1013.0
374,Fukui,1995.0,99.0,14.0,19.0,26.0,28.0,23.0,23.0,5.642212,-0.24423218,-4.8315125,-4.9654846,-0.10507202,35.9263502,136.6068127,1013.0
375,Fukui,1996.0,105.0,15.0,18.0,25.0,27.0,21.0,22.0,2.3355408,-2.8178406,-4.3584595,-5.7156067,-1.1333618,35.9263502,136.6068127,1013.0
376,Fukui,1997.0,94.0,14.0,23.0,24.0,27.0,20.0,18.0,4.372467,-0.32989502,-4.8017273,-5.2613525,0.81314087,35.9263502,136.6068127,1013.0
377,Fukui,1998.0,94.0,14.0,16.0,22.0,30.0,22.0,17.0,5.897003,0.019897461,-3.504547,-2.5455627,1.0451965,35.9263502,136.6068127,1013.0
378,Fukui,1999.0,92.0,13.0,21.0,22.0,27.0,23.0,21.0,4.6759033,0.4439392,-3.672699,-4.3874207,1.5387268,35.9263502,136.6068127,1013.0
379,Fukui,2000.0,104.0,15.0,22.0,27.0,25.0,28.0,22.0,5.2215576,-1.220459,-2.3850403,-5.321869,-1.6010437,35.9263502,136.6068127,1013.0
380,Fukui,2001.0,98.0,14.0,19.0,25.0,28.0,20.0,21.0,6.1357727,-0.9487915,-4.9864197,-4.773651,-1.006073,35.9263502,136.6068127,1013.0
381,Fukui,2002.0,90.0,13.0,18.0,28.0,26.0,23.0,17.0,4.015808,-2.0679016,-2.9379272,-3.163971,1.9335632,35.9263502,136.6068127,1013.0
382,Fukui,2003.0,97.0,15.0,27.0,25.0,29.0,23.0,17.0,2.061615,-1.1253052,-4.5167847,-3.4162598,-0.7369995,35.9263502,136.6068127,1013.0
383,Fukui,2004.0,92.0,14.0,22.0,27.0,27.0,22.0,21.0,7.9135437,-0.49362183,-4.318451,-2.4261475,0.3209839,35.9263502,136.6068127,1013.0
384,Fukui,2005.0,102.0,15.0,18.0,20.0,26.0,24.0,25.0,6.7951355,1.1989136,-4.0193787,-4.537384,-1.3843079,35.9263502,136.6068127,1013.0
385,Fukui,2006.0,102.0,15.0,21.0,30.0,27.0,21.0,25.0,4.3129883,-4.069641,-5.08078,-3.2401123,-0.51431274,35.9263502,136.6068127,1013.0
386,Fukui,2007.0,99.0,15.0,21.0,24.0,20.0,16.0,18.0,5.9216614,0.1269226,-2.492035,-0.9491577,-0.022521973,35.9263502,136.6068127,1013.0
387,Fukui,2008.0,97.0,14.0,15.0,28.0,24.0,25.0,22.0,4.707123,0.3484497,-3.768982,-5.275116,1.306488,35.9263502,136.6068127,1013.0
388,Fukui,2009.0,97.0,15.0,18.0,21.0,25.0,19.0,19.0,4.2370605,0.4472351,-3.3721313,-1.5208435,0.8359375,35.9263502,136.6068127,1013.0
389,Fukui,2010.0,96.0,14.0,17.0,24.0,28.0,21.0,27.0,5.1976013,-0.50787354,-3.684906,-1.9699707,0.7626648,35.9263502,136.6068127,1013.0
390,Fukui,2011.0,103.0,15.0,20.0,28.0,29.0,18.0,22.0,4.2368164,0.04272461,-5.900818,-3.5133972,-1.5000305,35.9263502,136.6068127,1013.0
391,Fukui,2012.0,104.0,15.0,18.0,27.0,28.0,24.0,24.0,6.7539673,-1.4248352,-4.8583984,-4.9582214,-0.34439087,35.9263502,136.6068127,1013.0
392,Fukui,2013.0,92.0,14.0,23.0,28.0,27.0,26.0,17.0,3.6342163,-2.6747131,-4.854248,-4.7731323,1.4118347,35.9263502,136.6068127,1013.0
393,Fukui,2014.0,93.0,14.0,23.0,27.0,20.0,18.0,21.0,3.998352,-1.3489685,-4.6058655,-4.418213,0.8629761,35.9263502,136.6068127,1013.0
394,Fukui,2015.0,93.0,14.0,19.0,28.0,28.0,22.0,18.0,6.2063293,-2.6429749,-2.7802734,-2.836792,1.3392029,35.9263502,136.6068127,1013.0
395,Fukui,2016.0,91.0,13.0,22.0,23.0,25.0,21.0,17.0,7.4507446,1.4432068,-2.5514526,-2.3414001,1.8357849,35.9263502,136.6068127,1013.0
396,Fukui,2017.0,97.0,14.0,23.0,23.0,23.0,24.0,19.0,4.980652,0.4677124,-3.5047607,-3.3347778,-0.19369507,35.9263502,136.6068127,1013.0
397,Fukui,2018.0,92.0,14.0,22.0,26.0,29.0,17.0,14.0,4.0713806,-1.8540344,-4.3712463,-4.695526,2.770935,35.9263502,136.6068127,1013.0
398,Fukui,2019.0,95.0,14.0,17.0,27.0,25.0,16.0,20.0,6.361206,0.28616333,-3.4776611,-1.2543335,1.612793,35.9263502,136.6068127,1013.0
399,Fukui,2020.0,91.0,14.0,15.0,21.0,23.0,21.0,22.0,5.4054565,1.2148438,-0.16522217,-0.82244873,2.6647644,35.9263502,136.6068127,1013.0
400,Fukui,2021.0,86.0,12.0,20.0,23.0,26.0,18.0,17.0,6.325287,-0.036590576,-2.736023,-1.2428589,3.8064575,35.9263502,136.6068127,1013.0
401,Fukui,2022.0,96.0,14.0,15.0,24.0,24.0,23.0,17.0,5.4718933,-0.19378662,-4.079956,-3.946167,1.9612732,35.9263502,136.6068127,1013.0
402,Fukui,2023.0,86.0,13.0,15.0,29.0,25.0,18.0,14.0,7.1322937,-0.66290283,-2.6212463,-1.9981384,4.905945,35.9263502,136.6068127,1013.0
403,Fukui,2024.0,97.0,14.0,18.0,23.0,25.0,20.0,21.0,6.3106995,1.0423279,-1.9171143,-0.34136963,0.54278564,35.9263502,136.6068127,1013.0
404,Fukui,2025.0,99.0,15.0,20.0,29.0,25.0,26.0,22.0,6.7836,-0.695282,-2.4470215,-3.8778687,1.5334778,35.9263502,136.6068127,1013.0
405,Kochi,1981.0,87.0,13.0,26.0,12.0,10.0,2.0,22.0,26.558594,26.365662,26.635162,28.363708,29.685455,9.9679032,76.2444378,11.0
406,Kochi,1982.0,83.0,12.0,22.0,9.0,4.0,2.0,10.0,25.99405,26.444946,26.795898,28.80423,29.317505,9.9679032,76.2444378,11.0
407,Kochi,1983.0,94.0,14.0,19.0,7.0,4.0,0.0,2.0,27.255463,27.618256,28.133087,28.393951,29.322357,9.9679032,76.2444378,11.0
408,Kochi,1984.0,94.0,14.0,18.0,20.0,17.0,18.0,19.0,26.377777,26.97229,27.133942,27.4935,28.105042,9.9679032,76.2444378,11.0
409,Kochi,1985.0,90.0,13.0,23.0,8.0,10.0,11.0,19.0,26.527588,26.592896,26.685394,27.897736,29.275238,9.9679032,76.2444378,11.0
410,Kochi,1986.0,92.0,14.0,20.0,16.0,9.0,10.0,23.0,25.894684,26.758484,27.275482,27.514526,28.499847,9.9679032,76.2444378,11.0
411,Kochi,1987.0,93.0,14.0,16.0,14.0,5.0,13.0,8.0,26.181183,27.634338,27.89206,28.439667,29.493134,9.9679032,76.2444378,11.0
412,Kochi,1988.0,98.0,14.0,19.0,19.0,3.0,10.0,18.0,26.624023,26.546051,26.93454,29.07312,29.201385,9.9679032,76.2444378,11.0
413,Kochi,1989.0,83.0,12.0,20.0,11.0,4.0,3.0,17.0,26.97461,27.056274,28.003326,28.781128,29.154999,9.9679032,76.2444378,11.0
414,Kochi,1990.0,82.0,12.0,16.0,9.0,5.0,0.0,7.0,26.812256,26.836395,27.487396,28.756073,29.38742,9.9679032,76.2444378,11.0
415,Kochi,1991.0,88.0,13.0,22.0,11.0,5.0,3.0,20.0,26.540802,27.391998,28.352844,29.313354,29.77295,9.9679032,76.2444378,11.0
416,Kochi,1992.0,93.0,14.0,18.0,10.0,2.0,2.0,0.0,26.46344,26.04956,26.46231,28.042755,29.609467,9.9679032,76.2444378,11.0
417,Kochi,1993.0,96.0,14.0,24.0,9.0,0.0,5.0,15.0,26.267914,25.710907,26.485504,27.66159,28.880219,9.9679032,76.2444378,11.0
418,Kochi,1994.0,95.0,14.0,24.0,15.0,6.0,12.0,9.0,26.422577,26.285278,26.37851,27.461212,29.235474,9.9679032,76.2444378,11.0
419,Kochi,1995.0,97.0,14.0,22.0,2.0,9.0,5.0,8.0,26.680206,26.583954,27.303162,28.799225,28.927002,9.9679032,76.2444378,11.0
420,Kochi,1996.0,93.0,14.0,22.0,2.0,6.0,8.0,7.0,25.958435,26.08075,27.452698,28.532104,29.632904,9.9679032,76.2444378,11.0
421,Kochi,1997.0,85.0,13.0,24.0,13.0,3.0,1.0,16.0,26.32251,25.446838,26.342834,27.88092,29.336304,9.9679032,76.2444378,11.0
422,Kochi,1998.0,90.0,14.0,29.0,24.0,9.0,3.0,5.0,26.683075,27.072693,27.264404,28.496552,30.083221,9.9679032,76.2444378,11.0
423,Kochi,1999.0,91.0,13.0,22.0,17.0,1.0,9.0,14.0,25.789703,26.271912,26.798615,29.079529,29.744263,9.9679032,76.2444378,11.0
424,Kochi,2000.0,94.0,14.0,21.0,6.0,8.0,15.0,10.0,26.164032,26.256653,27.280151,27.027557,28.168549,9.9679032,76.2444378,11.0
425,Kochi,2001.0,89.0,13.0,17.0,7.0,8.0,5.0,10.0,26.927246,26.275787,27.581024,27.852386,29.39914,9.9679032,76.2444378,11.0
426,Kochi,2002.0,82.0,12.0,23.0,15.0,6.0,9.0,12.0,26.479462,26.551636,27.193054,28.837372,29.855743,9.9679032,76.2444378,11.0
427,Kochi,2003.0,84.0,13.0,24.0,5.0,3.0,19.0,25.0,26.678802,26.479248,27.802338,28.539124,29.066833,9.9679032,76.2444378,11.0
428,Kochi,2004.0,91.0,14.0,23.0,5.0,6.0,3.0,15.0,26.926361,26.585175,27.164978,28.55893,29.976593,9.9679032,76.2444378,11.0
429,Kochi,2005.0,96.0,14.0,19.0,2.0,9.0,9.0,16.0,26.7229,26.210724,27.324402,28.15622,29.323944,9.9679032,76.2444378,11.0
430,Kochi,2006.0,83.0,12.0,23.0,15.0,8.0,2.0,19.0,25.814667,26.079102,27.065979,28.438995,28.62384,9.9679032,76.2444378,11.0
431,Kochi,2007.0,91.0,13.0,27.0,4.0,1.0,6.0,18.0,26.620422,26.19519,27.223206,28.210022,29.73639,9.9679032,76.2444378,11.0
432,Kochi,2008.0,88.0,13.0,17.0,6.0,1.0,13.0,20.0,26.430664,26.463104,26.75589,28.480469,27.487366,9.9679032,76.2444378,11.0
433,Kochi,2009.0,83.0,13.0,14.0,11.0,3.0,2.0,23.0,26.776703,26.761292,27.212433,28.730255,29.259308,9.9679032,76.2444378,11.0
434,Kochi,2010.0,80.0,11.0,23.0,16.0,6.0,8.0,17.0,26.733887,27.07843,27.537048,29.231262,30.194092,9.9679032,76.2444378,11.0
435,Kochi,2011.0,90.0,13.0,29.0,16.0,7.0,8.0,12.0,25.948395,25.651764,26.565613,27.12024,28.641724,9.9679032,76.2444378,11.0
436,Kochi,2012.0,87.0,13.0,15.0,8.0,7.0,4.0,19.0,26.707764,26.673004,26.928192,28.603973,29.059967,9.9679032,76.2444378,11.0
437,Kochi,2013.0,81.0,12.0,12.0,10.0,6.0,10.0,22.0,26.861908,27.67517,28.303009,28.510132,29.43924,9.9679032,76.2444378,11.0
438,Kochi,2014.0,84.0,13.0,28.0,6.0,6.0,14.0,13.0,26.728485,26.390808,27.419281,28.53894,30.052856,9.9679032,76.2444378,11.0
439,Kochi,2015.0,89.0,14.0,20.0,17.0,3.0,8.0,22.0,26.823822,27.056244,27.13208,28.779083,29.413086,9.9679032,76.2444378,11.0
440,Kochi,2016.0,93.0,13.0,25.0,18.0,4.0,12.0,17.0,26.854218,26.951752,27.286926,28.968506,30.016663,9.9679032,76.2444378,11.0
441,Kochi,2017.0,96.0,14.0,14.0,7.0,11.0,6.0,27.0,26.998108,27.39032,27.755402,28.838531,28.834473,9.9679032,76.2444378,11.0
442,Kochi,2018.0,78.0,12.0,24.0,11.0,6.0,5.0,22.0,27.022095,26.582397,27.219543,29.063995,29.821503,9.9679032,76.2444378,11.0
443,Kochi,2019.0,88.0,13.0,25.0,14.0,1.0,8.0,16.0,27.304626,27.373383,26.96817,29.500183,30.316406,9.9679032,76.2444378,11.0
444,Kochi,2020.0,93.0,14.0,28.0,20.0,12.0,10.0,25.0,27.638275,27.490173,28.22992,29.482635,29.907227,9.9679032,76.2444378,11.0
445,Kochi,2021.0,82.0,12.0,21.0,17.0,19.0,11.0,22.0,27.553589,27.018188,27.098785,28.111664,29.671906,9.9679032,76.2444378,11.0
446,Kochi,2022.0,86.0,12.0,29.0,12.0,10.0,8.0,17.0,26.404144,26.679413,27.409393,28.507599,29.66391,9.9679032,76.2444378,11.0
447,Kochi,2023.0,83.0,12.0,23.0,14.0,5.0,0.0,14.0,26.57962,27.060303,26.884369,28.73999,29.714508,9.9679032,76.2444378,11.0
448,Kochi,2024.0,91.0,13.0,26.0,15.0,12.0,2.0,12.0,27.513672,27.41809,27.572876,29.37436,30.790497,9.9679032,76.2444378,11.0
449,Kochi,2025.0,87.0,13.0,23.0,16.0,4.0,2.0,27.0,27.542816,27.220337,27.709137,29.531769,29.703339,9.9679032,76.2444378,11.0
450,Tsu,1981.0,95.0,14.0,8.0,4.0,6.0,10.0,9.0,7.992279,2.8894958,-0.9630432,4.177643,7.0855713,36.1679249,-86.8271487,141.0
451,Tsu,1982.0,90.0,13.0,10.0,8.0,12.0,12.0,15.0,9.0416565,1.1075134,-0.736969,2.0277405,9.992737,36.1679249,-86.8271487,141.0
452,Tsu,1983.0,98.0,14.0,11.0,11.0,8.0,10.0,14.0,9.216034,7.0391846,1.1225891,3.6559143,8.226746,36.1679249,-86.8271487,141.0
453,Tsu,1984.0,109.0,16.0,11.0,12.0,6.0,13.0,14.0,8.287781,-1.0941162,-1.3988953,4.870331,6.7156067,36.1679249,-86.8271487,141.0
454,Tsu,1985.0,96.0,14.0,11.0,13.0,12.0,9.0,13.0,6.538025,7.558899,-2.8162231,-0.37234497,10.026855,36.1679249,-86.8271487,141.0
455,Tsu,1986.0,98.0,15.0,14.0,7.0,5.0,11.0,6.0,12.352661,0.050842285,1.0536804,5.0752563,8.985931,36.1679249,-86.8271487,141.0
456,Tsu,1987.0,96.0,15.0,14.0,8.0,10.0,11.0,11.0,9.26712,2.5572815,1.1392212,4.5249023,9.106201,36.1679249,-86.8271487,141.0
457,Tsu,1988.0,102.0,15.0,8.0,12.0,9.0,9.0,9.0,9.901581,4.7825623,-0.7665405,1.9382629,8.27478,36.1679249,-86.8271487,141.0
458,Tsu,1989.0,91.0,13.0,11.0,7.0,13.0,16.0,11.0,9.271057,3.2119446,4.7066345,1.6967468,9.357117,36.1679249,-86.8271487,141.0
459,Tsu,1990.0,89.0,13.0,10.0,10.0,10.0,12.0,15.0,8.046356,-2.5178833,4.807068,7.765869,9.884033,36.1679249,-86.8271487,141.0
460,Tsu,1991.0,97.0,14.0,7.0,15.0,11.0,10.0,12.0,10.519104,5.376007,2.4208984,5.07193,9.42569,36.1679249,-86.8271487,141.0
461,Tsu,1992.0,93.0,14.0,7.0,11.0,9.0,9.0,13.0,6.8680115,4.8900757,2.552124,6.2948,8.585968,36.1679249,-86.8271487,141.0
462,Tsu,1993.0,97.0,14.0,9.0,12.0,11.0,7.0,17.0,7.886566,3.3154907,3.645996,2.8016052,6.963379,36.1679249,-86.8271487,141.0
463,Tsu,1994.0,97.0,14.0,10.0,10.0,11.0,9.0,13.0,7.83432,3.442749,-1.6581116,4.40921,7.788513,36.1679249,-86.8271487,141.0
464,Tsu,1995.0,100.0,15.0,8.0,8.0,13.0,10.0,7.0,10.987122,5.741791,2.5961914,2.6517334,10.120972,36.1679249,-86.8271487,141.0
465,Tsu,1996.0,102.0,15.0,10.0,10.0,14.0,12.0,11.0,5.0892944,2.1333923,0.7215271,3.3700256,5.3992004,36.1679249,-86.8271487,141.0
466,Tsu,1997.0,94.0,14.0,13.0,15.0,11.0,10.0,14.0,6.207794,5.1902466,1.2874146,6.277954,10.844574,36.1679249,-86.8271487,141.0
467,Tsu,1998.0,90.0,14.0,13.0,12.0,12.0,14.0,16.0,6.215851,3.0346375,5.2214966,5.745758,8.207428,36.1679249,-86.8271487,141.0
468,Tsu,1999.0,93.0,13.0,8.0,12.0,15.0,11.0,11.0,10.537994,5.453644,4.2851257,6.205414,5.8754272,36.1679249,-86.8271487,141.0
469,Tsu,2000.0,100.0,14.0,7.0,6.0,13.0,6.0,10.0,11.404297,4.781708,2.819519,6.751129,10.851532,36.1679249,-86.8271487,141.0
470,Tsu,2001.0,94.0,14.0,10.0,11.0,11.0,12.0,11.0,8.047394,-1.2637024,0.28128052,5.6405945,5.9047546,36.1679249,-86.8271487,141.0
471,Tsu,2002.0,86.0,13.0,9.0,9.0,9.0,7.0,14.0,11.903961,6.232025,4.2010803,3.5789795,8.534973,36.1679249,-86.8271487,141.0
472,Tsu,2003.0,92.0,14.0,10.0,12.0,7.0,19.0,9.0,7.0177307,2.8714294,-0.45559692,2.8356018,9.77121,36.1679249,-86.8271487,141.0
473,Tsu,2004.0,92.0,14.0,11.0,10.0,8.0,10.0,13.0,11.127075,2.8247375,2.096527,2.8927612,10.678833,36.1679249,-86.8271487,141.0
474,Tsu,2005.0,98.0,14.0,12.0,10.0,8.0,13.0,11.0,11.107178,2.8494873,4.4591064,5.899719,7.5374146,36.1679249,-86.8271487,141.0
475,Tsu,2006.0,96.0,14.0,9.0,9.0,11.0,12.0,10.0,10.146118,1.5003052,6.325531,2.8893433,9.1026,36.1679249,-86.8271487,141.0
476,Tsu,2007.0,91.0,13.0,9.0,7.0,9.0,9.0,11.0,8.272491,5.5616455,3.8057861,1.3781128,13.067322,36.1679249,-86.8271487,141.0
477,Tsu,2008.0,92.0,14.0,9.0,16.0,9.0,11.0,10.0,8.473816,6.5388184,1.226593,4.589264,8.72171,36.1679249,-86.8271487,141.0
478,Tsu,2009.0,92.0,14.0,6.0,13.0,10.0,9.0,13.0,7.374298,3.3190613,0.8169861,4.547638,9.737244,36.1679249,-86.8271487,141.0
479,Tsu,2010.0,91.0,13.0,2.0,12.0,10.0,8.0,11.0,9.303558,2.3626404,-0.76919556,-0.5080261,7.9433594,36.1679249,-86.8271487,141.0
480,Tsu,2011.0,95.0,14.0,12.0,10.0,11.0,13.0,15.0,9.5885315,-0.27786255,0.5054321,5.4043884,9.513702,36.1679249,-86.8271487,141.0
481,Tsu,2012.0,99.0,14.0,12.0,9.0,9.0,13.0,16.0,10.22467,5.1566467,5.006256,6.429596,14.9374695,36.1679249,-86.8271487,141.0
482,Tsu,2013.0,89.0,13.0,4.0,14.0,11.0,12.0,14.0,7.1536255,6.9542236,3.7404785,3.6328125,5.7031555,36.1679249,-86.8271487,141.0
483,Tsu,2014.0,91.0,14.0,9.0,14.0,6.0,10.0,8.0,6.575592,3.513153,-1.5891113,1.6362915,6.09729,36.1679249,-86.8271487,141.0
484,Tsu,2015.0,90.0,14.0,10.0,11.0,9.0,8.0,16.0,4.693115,5.0281067,1.3360596,-1.4521484,8.67691,36.1679249,-86.8271487,141.0
485,Tsu,2016.0,93.0,13.0,11.0,13.0,8.0,13.0,15.0,11.503357,10.267242,0.7803955,4.6952515,11.558563,36.1679249,-86.8271487,141.0
486,Tsu,2017.0,95.0,14.0,6.0,12.0,16.0,14.0,15.0,12.283295,3.9284058,6.462372,8.972382,10.376526,36.1679249,-86.8271487,141.0
487,Tsu,2018.0,88.0,13.0,8.0,5.0,7.0,18.0,16.0,9.405426,3.109436,-0.5211792,8.5034485,8.559479,36.1679249,-86.8271487,141.0
488,Tsu,2019.0,93.0,14.0,12.0,12.0,11.0,17.0,12.0,6.4046936,5.0858765,2.9347534,7.438904,7.475128,36.1679249,-86.8271487,141.0
489,Tsu,2020.0,91.0,14.0,10.0,11.0,12.0,15.0,17.0,5.9302673,6.9357605,5.1893005,5.248535,11.874512,36.1679249,-86.8271487,141.0
490,Tsu,2021.0,84.0,12.0,6.0,8.0,12.0,13.0,15.0,10.314667,3.5167236,3.2710876,1.4291382,11.477509,36.1679249,-86.8271487,141.0
491,Tsu,2022.0,89.0,13.0,5.0,12.0,10.0,9.0,8.0,6.861084,10.091431,0.26281738,4.038208,9.756683,36.1679249,-86.8271487,141.0
492,Tsu,2023.0,86.0,13.0,9.0,13.0,14.0,12.0,11.0,9.584869,4.4605103,6.761322,8.346893,9.59314,36.1679249,-86.8271487,141.0
493,Tsu,2024.0,93.0,14.0,2.0,7.0,11.0,11.0,9.0,10.313263,6.445221,0.8752136,7.965851,11.3594055,36.1679249,-86.8271487,141.0
494,Tsu,2025.0,92.0,14.0,10.0,10.0,7.0,11.0,11.0,12.305756,5.538391,0.12298584,5.4714966,11.031097,36.1679249,-86.8271487,141.0
495,Nagasaki,1981.0,90.0,14.0,5.0,12.0,7.0,8.0,12.0,12.912079,5.847992,3.5457458,5.609833,9.470581,33.1154683,129.7874339,94.0
496,Nagasaki,1982.0,87.0,12.0,10.0,5.0,9.0,9.0,14.0,11.116425,7.505493,4.8377075,6.0312195,10.10495,33.1154683,129.7874339,94.0
497,Nagasaki,1983.0,96.0,14.0,11.0,7.0,7.0,8.0,16.0,13.8038025,7.7801514,5.516449,5.0134583,9.4496765,33.1154683,129.7874339,94.0
498,Nagasaki,1984.0,97.0,14.0,3.0,6.0,8.0,6.0,8.0,11.436523,6.213318,3.111084,3.5299072,6.818756,33.1154683,129.7874339,94.0
499,Nagasaki,1985.0,95.0,14.0,7.0,12.0,8.0,12.0,14.0,13.808441,7.418701,3.9161682,6.4433594,9.491272,33.1154683,129.7874339,94.0
500,Nagasaki,1986.0,93.0,14.0,12.0,10.0,10.0,8.0,13.0,11.908905,6.043915,3.8747253,3.888855,8.766113,33.1154683,129.7874339,94.0
501,Nagasaki,1987.0,94.0,14.0,5.0,11.0,8.0,10.0,14.0,11.684845,8.914642,6.105652,7.0551453,9.408752,33.1154683,129.7874339,94.0
502,Nagasaki,1988.0,100.0,14.0,9.0,5.0,8.0,8.0,12.0,13.435455,8.391968,6.8897705,5.5976257,8.559296,33.1154683,129.7874339,94.0
503,Nagasaki,1989.0,90.0,13.0,8.0,4.0,11.0,12.0,11.0,11.250336,7.830078,8.468903,8.121857,9.573547,33.1154683,129.7874339,94.0
504,Nagasaki,1990.0,88.0,13.0,7.0,7.0,13.0,16.0,7.0,12.834656,8.605164,5.4658813,9.333191,10.955078,33.1154683,129.7874339,94.0
505,Nagasaki,1991.0,94.0,14.0,9.0,10.0,9.0,12.0,16.0,14.314789,8.403809,6.027008,5.6226196,10.779572,33.1154683,129.7874339,94.0
506,Nagasaki,1992.0,92.0,14.0,5.0,12.0,11.0,8.0,21.0,11.793884,9.449829,6.705719,6.5317993,10.667358,33.1154683,129.7874339,94.0
507,Nagasaki,1993.0,97.0,14.0,9.0,12.0,11.0,8.0,12.0,12.662018,9.023285,6.759918,7.033478,8.8585205,33.1154683,129.7874339,94.0
508,Nagasaki,1994.0,95.0,14.0,13.0,11.0,12.0,8.0,6.0,14.22702,7.7035522,6.312042,6.1365356,7.7364807,33.1154683,129.7874339,94.0
509,Nagasaki,1995.0,100.0,15.0,5.0,10.0,8.0,9.0,10.0,14.118195,9.040497,5.5733337,6.089569,9.511597,33.1154683,129.7874339,94.0
510,Nagasaki,1996.0,97.0,14.0,8.0,7.0,9.0,9.0,14.0,11.455658,6.4201965,5.4819946,5.175537,9.202576,33.1154683,129.7874339,94.0
511,Nagasaki,1997.0,88.0,13.0,13.0,8.0,10.0,7.0,8.0,13.40387,8.566132,5.166046,6.6335754,10.418884,33.1154683,129.7874339,94.0
512,Nagasaki,1998.0,94.0,14.0,12.0,15.0,15.0,13.0,13.0,14.303131,8.797546,5.840271,8.780273,9.882324,33.1154683,129.7874339,94.0
513,Nagasaki,1999.0,94.0,13.0,6.0,2.0,7.0,8.0,11.0,13.38208,9.3316345,6.20224,6.195648,10.942871,33.1154683,129.7874339,94.0
514,Nagasaki,2000.0,93.0,13.0,9.0,9.0,19.0,7.0,11.0,12.663208,7.544861,6.87973,4.750244,9.443237,33.1154683,129.7874339,94.0
